endTime,artistName,trackName,msPlayed
2021-12-28 04:39,Turisas,Rasputin,233520
2021-12-28 05:08,Eminem,Without Me,169039
2021-12-28 05:14,Turisas,Rasputin,1920
2021-12-28 05:14,Turisas,Rasputin,2267
2021-12-28 05:14,Turisas,Rasputin,782
2021-12-28 05:14,Eminem,Without Me,23
2021-12-28 05:14,Eminem,Without Me,5406
2021-12-28 05:14,Eminem,Without Me,706
2021-12-28 05:14,Vete a la Versh,Perra,7807
2021-12-28 05:24,Eminem,Without Me,421089
2021-12-28 05:28,Vete a la Versh,Horrible,221423
2021-12-28 05:31,Vete a la Versh,Perra,178898
2021-12-28 05:34,Vete a la Versh,Tiempo,206666
2021-12-28 05:34,Metalocalypse: Dethklok,Murmaider,4250
2021-12-28 05:38,Vete a la Versh,Tiempo,206666
2021-12-28 05:41,Metalocalypse: Dethklok,Murmaider,204360
2021-12-28 05:44,Destripando la Historia,Odín,182800
2021-12-28 05:49,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2021-12-28 06:23,Rod Stewart,Da Ya Think I'm Sexy?,177975
2021-12-28 18:27,Vete a la Versh,Horrible,23
2021-12-28 18:27,Destripando la Historia,Odín,23
2021-12-28 18:27,Vete a la Versh,Tiempo,492
2021-12-28 18:27,Mägo de Oz,El Cervezo - El árbol de la birra,735
2021-12-28 18:27,Eminem,Without Me,0
2021-12-28 18:27,Metalocalypse: Dethklok,Murmaider,269
2021-12-28 18:27,Vete a la Versh,Perra,0
2021-12-28 18:31,Turisas,Rasputin,234161
2021-12-28 18:38,Eminem,Without Me,290320
2021-12-28 18:42,Vete a la Versh,Horrible,250028
2021-12-28 18:45,Vete a la Versh,Perra,149693
2021-12-28 18:48,Vete a la Versh,Tiempo,206666
2021-12-28 19:31,Metalocalypse: Dethklok,Murmaider,190568
2021-12-29 08:22,Metalocalypse: Dethklok,Murmaider,14242
2021-12-29 08:24,Destripando la Historia,Odín,129861
2021-12-29 16:29,Destripando la Historia,Odín,6687
2021-12-30 00:51,Destripando la Historia,Odín,5340
2021-12-30 22:06,Vete a la Versh,Horrible,228
2021-12-30 22:06,Vete a la Versh,Tiempo,0
2021-12-30 22:06,Eminem,Without Me,0
2021-12-30 22:06,Metalocalypse: Dethklok,Murmaider,368
2021-12-30 22:09,Turisas,Rasputin,233543
2021-12-30 22:17,Eminem,Without Me,290320
2021-12-30 22:21,Vete a la Versh,Horrible,221423
2021-12-30 22:22,Vete a la Versh,Horrible,711
2021-12-30 22:22,Vete a la Versh,Tiempo,98064
2021-12-30 22:23,Eminem,Without Me,4885
2021-12-30 22:25,Vete a la Versh,Perra,149693
2021-12-30 22:31,Vete a la Versh,Tiempo,206666
2021-12-30 22:34,Metalocalypse: Dethklok,Murmaider,204360
2021-12-30 22:37,Destripando la Historia,Odín,182800
2021-12-30 22:42,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2021-12-30 22:45,Rod Stewart,Da Ya Think I'm Sexy?,166667
2021-12-31 01:27,Vete a la Versh,Horrible,243
2021-12-31 01:27,Destripando la Historia,Odín,0
2021-12-31 01:27,Vete a la Versh,Tiempo,0
2021-12-31 01:27,Mägo de Oz,El Cervezo - El árbol de la birra,246
2021-12-31 01:27,Eminem,Without Me,23
2021-12-31 01:27,Metalocalypse: Dethklok,Murmaider,23
2021-12-31 01:27,Vete a la Versh,Perra,0
2021-12-31 01:31,Turisas,Rasputin,233566
2021-12-31 01:35,Eminem,Without Me,290320
2021-12-31 01:39,Vete a la Versh,Horrible,221423
2021-12-31 01:41,Vete a la Versh,Perra,149693
2021-12-31 01:45,Vete a la Versh,Tiempo,206666
2021-12-31 01:48,Metalocalypse: Dethklok,Murmaider,204360
2021-12-31 01:51,Destripando la Historia,Odín,182800
2021-12-31 01:56,Rod Stewart,Da Ya Think I'm Sexy?,24391
2021-12-31 01:56,Destripando la Historia,Odín,0
2021-12-31 01:56,Vete a la Versh,Tiempo,0
2021-12-31 01:56,Vete a la Versh,Tiempo,23
2021-12-31 01:56,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2021-12-31 01:56,Mägo de Oz,El Cervezo - El árbol de la birra,23
2021-12-31 01:56,Metalocalypse: Dethklok,Murmaider,0
2021-12-31 01:56,Vete a la Versh,Perra,622
2021-12-31 01:57,Turisas,Rasputin,5335
2021-12-31 01:57,Vete a la Versh,Horrible,0
2021-12-31 01:57,Vete a la Versh,Horrible,1093
